,text,여성/가족,남성,성소수자,인종/국적,연령,지역,종교,기타 혐오,악플/욕설,clean
11721,안철수 새정치 내가 하겠다 다음뉴스,0.02,0.01,0.01,0.02,0.01,0.82,0.01,0.03,0.05,0.15
11739,안철수 지지한답시고 그동안 아무데도 못가게 발목잡는게 니들 뜻이냐 정치가는 대의를 위해서 때로는 자기가 결정하고 올인도 할수있어야한다 안철수의 가고자하는 뜻을 더이상 막아서는 안돼요 이재명이 내세우는 성과가 안철수에게도 필요한것뿐 뜻이 관철되기를 바란다 국민의당은 희망없다,0.01,0.01,0.01,0.02,0.01,0.8,0.02,0.02,0.07,0.17
11860,안철수란 정치인을 지지하는 사람들은 지역 중심도 나이 중심도 성별 중심도 아닌 오로지 가치와 상식 중심인데 그 가치가 어제부로 무너졌다 안철수 진성 지지자들에겐 인증 마크처럼 김성재가 따라 붙는다 국민의당 당가를 만들어 주신 분 그 분이 인증한 당원들은 힘들어 하시는데 그게 상식인데,0.02,0.01,0.02,0.04,0.01,0.87,0.02,0.02,0.03,0.18
12146,여기 댓글다는 사람들 윤가 비리 처가 비리 다 알고 있으면서 외면하는 것 같습니다 모르는게 없어요 ㅋㅋ 햄버거 10 개 먹었다고 소고기 윤 안 단일화에 뒤흔들린 광주 민심 안철수의 새정치는,0.01,0.01,0.01,0.03,0.02,0.66,0.01,0.05,0.08,0.22
12148,제가 호남 사람이예요 그전에 민주당만 찍었고 이후엔 안철수 찍고 뭔 인구 얘기하는데 빨갱이가 나와요,0.01,0.01,0.01,0.03,0.01,0.69,0.01,0.02,0.06,0.2
12216,칭긔들은 초능력자 허경영 찍는대서 나는 나방을 먹을 수 있는 안철수 찍으려고 했는데 철수가 철수해서 걍 아무도 안찍을거임 엉탐은 정치엔 적성이 안맞아보이고 찢은 감성충이라 나랑안맞는다,0.02,0.01,0.02,0.06,0.01,0.9,0.02,0.04,0.04,0.07
12433,그래서 윤석열보다 안철수더싫어함,0.02,0.01,0.02,0.03,0.01,0.85,0.01,0.04,0.05,0.12
12562,딱 초딩 반성문 수준,0.01,0.01,0.01,0.02,0.01,0.64,0.01,0.02,0.06,0.36
12726,아마도 안철수는 새벽에 불려나가 당신 마누라 당장 정경심꼴 나게할 수 있어란 말 한마디에 무너졌을거 같다 당신도 당장 구속감이라는 협박과 함께 윤석열 측은 안측이 먼저 연락했다는 말로 협박한게 아니란 알리바이를 안은 정치개혁 명분을 내세워 협박에 굴한게 아니라는 알리바이를 만든듯,0.02,0.01,0.01,0.02,0.01,0.88,0.02,0.05,0.07,0.08
13205,장제원 민정수석 권성동 비서실장 안철수 국무총리 나경원 법무장관 한심하고 슬프다,0.01,0.01,0.02,0.07,0.01,0.7,0.02,0.02,0.03,0.34
13323,이런 건 절대 잊지 않거든 내가 문준용 씨 일 터졌을 때 안철수네 딸 칭찬하면서 바른 부모 밑에 자라서 어쩌구저쩌구 했던 거 제가 아직도 다 기억하고 그래서 고상한 척 하는 그분 저서들 누가 인용하거나 할 때마다 진짜 언짢음 내가 트위터에서 본 중 정상인 중 가장 뒤틀린 영혼이었다,0.01,0.01,0.01,0.04,0.01,0.71,0.02,0.05,0.2,0.04
13647,다급한 권영세ㄷㄷ 30대 여자 친구들의 단톡방 현황 안철수 폭망 via,0.02,0.01,0.01,0.03,0.01,0.87,0.02,0.05,0.06,0.07
14028,이재명 43 7 윤석열 44 4 ARS 조사 0 7 p 초접전 KSOI 아마 이재명이 승리할거임 국힘당은 지금까지 끌어 모을데까지 끌어모음 게다가 안철수 10 남짓되는 표에서 윤석열쪽으로 2 5 정도 간다고 함 나머지 5 정도 기권이라는데 여기에서 문제 나만해도 이재명찍겠,0.01,0.01,0.02,0.03,0.01,0.82,0.02,0.02,0.04,0.14
14035,안철수 7 2 에 달렸다 44 4 43 7 초박빙 KSOI 다음 뉴스,0.01,0.01,0.01,0.03,0.01,0.73,0.01,0.03,0.08,0.19
14061,찐경제 안철수의 선택 단일화 진짜이유 명분보다 정치경제적 실리 챙겼다 자리보장 받고 주가도 올리고 단일화 하룻새 90억 출처,0.02,0.01,0.02,0.04,0.01,0.86,0.02,0.03,0.03,0.15
14077,이번 안철수 공약 보니까 기업관은 심져 국집보다 더 악성이더라고 나는 원래 기업인이 정치하는 걸 싫어해서 첨부터 안철수를 좋게 안 봤지만 사람들이 그를 새 정치 할 사람으로 초반에는 믿었다는 게 참 그래 국민은 이익을 추구해도 되는데 정치인은 가치를 추구하는 척이라도 해야지,0.02,0.01,0.01,0.03,0.01,0.63,0.01,0.03,0.07,0.21
14266,안철수 지지자들도 새됐네 ㅋㅋㅋㅋ,0.01,0.01,0.01,0.08,0.01,0.7,0.05,0.02,0.04,0.2
14335,안철수는 간철수다 손가락 짜를일만 남았다,0.02,0.02,0.02,0.03,0.02,0.92,0.02,0.04,0.05,0.06
14389,안철수 띠발 아 어제 하루종일 학교에 치이다가 저녁에 집에들어왔더니 웬 청천벽력같은 소리 들었음 씨발 말도안돼 그저께 우리 학교앞에 유세도 왔었잖아 그랬잖아,0.02,0.01,0.02,0.03,0.02,0.91,0.02,0.05,0.08,0.03
14436,100분 토론 유시민 원희룡 윤가 초토화 안철수 찬밥 시작ㅋㅋ 출처,0.01,0.01,0.01,0.02,0.01,0.67,0.01,0.03,0.05,0.26
14596,안철수라서 수인걸까 이런 발언,0.01,0.01,0.01,0.02,0.01,0.67,0.01,0.03,0.05,0.26
15555,안철수 그냥 국민연금 개편 언급으로 주목 한번 받은 걸로 만족하는 거냐고 ㅎ,0.01,0.01,0.01,0.05,0.01,0.65,0.03,0.08,0.16,0.05
15614,안철수 니 수준이 그렇지 잠시 희망을 걸어본 내가 미친년이지 니말대로 곧 니 손가락을 짜르고 싶을기다,0.02,0.01,0.02,0.02,0.01,0.71,0.02,0.02,0.03,0.48
15668,안철수가 블라블라 정치개혁 씨부리는데 이제 어떤 국민이 당신 말을 곧이 곧대로 듣겠니 닥치세요,0.02,0.0,0.02,0.03,0.04,0.61,0.04,0.25,0.12,0.04
15684,역시 안철수네 안됐다,0.01,0.01,0.02,0.06,0.01,0.75,0.02,0.05,0.14,0.03
16322,그런 모욕을 당하고도 거기랑 합당을 해 안철수,0.02,0.01,0.02,0.1,0.01,0.89,0.03,0.04,0.07,0.04
18156,윤석열 안철수 심야회동 갖고 단일화 합의 오전 기자회견 출처 MBC 네이버 뉴스 철수야 철수야 아서라 당장은 모면하려니와 네 일생일대의 모멸이 되니라,0.01,0.01,0.02,0.05,0.01,0.73,0.01,0.05,0.18,0.03
18833,윤석열 안철수와 단일화 성공,0.01,0.02,0.02,0.06,0.01,0.87,0.02,0.02,0.04,0.13
20749,진중권 단일화 결렬 안철수보다 윤석열 책임 더 커 시사끝짱 다음 뉴스,0.01,0.01,0.02,0.03,0.01,0.8,0.01,0.02,0.04,0.29
20761,나 진짜 이해 못 하겠는게 윤석열 보다 이재명이나 안철수가 유능하고 똑똑하다 고 말하는거 유능해서 12년간 한 짓거리 기억을 못하고 똑똑해서 10년지지율 5 내외 정치 시작 8개월만에 지지율 1위 대선후보다 연설하면 구름같이 모인다 검찰총장출신 보고 바보라고 하는 패기는 인정,0.02,0.02,0.02,0.03,0.02,0.87,0.01,0.02,0.04,0.11
20995,단독 국민의힘 특전사 카톡방 안철수 빨갱이 이준석 스파이 홍준표 간첩 다음 뉴스 빨무새 원조인데 뭘 새삼,0.02,0.01,0.01,0.03,0.01,0.79,0.01,0.03,0.06,0.19
21285,영부인이 피의자 신분으로 대통령 취임식 하는 경우 도 있냐 재멍이 석열이 찍으면 곧장 사표 된다는 이유다 알어 듣것어 무조건 깨끗하고 능력있는 안철수후보 찍어야 미래가 희망이 있다고요,0.03,0.01,0.02,0.04,0.02,0.93,0.02,0.04,0.05,0.04
21452,여론조사지지율을 근거로 단일화 경선은 무의미하다라는 결론을 내린다면 서울시장 경선 당시의 금태섭을 받아주고 오세훈을 받아줬던 안철수는 비상식적이었단 말인가 이제와서 유창선은 이 포인트에서 논리적 모순을 끌어가고 있다,0.02,0.01,0.02,0.04,0.01,0.87,0.02,0.03,0.05,0.1
21811,안철수는 다이아몬드임 깎으면 보석이 되는,0.02,0.01,0.02,0.04,0.01,0.89,0.02,0.03,0.05,0.1
21976,꺼져가는 단일화에 찬물 끼얹은 안철수 진정성 느낄 수 없다,0.02,0.02,0.02,0.05,0.01,0.85,0.02,0.02,0.03,0.17
22026,니 지지율 존나 빠지는 중인데 존나 거짓말 하네 ㅋㅋㅋㅋㅋ 꼭 당선돼서 국민통합 이루겠다고 당선 안되면 니 전재산 사회에 기부할래 그럼 믿어줄게 사기꾼 새끼야,0.02,0.01,0.01,0.02,0.01,0.72,0.01,0.02,0.04,0.3
22633,이재명 전방위 러브콜 첫 성과 안철수 심상정 마음도 돌릴까 이재명 김동연과 통합정부 구성 합의 향후 단일화 가능성 전문가들 대선 판세에 큰 영향 없다 일축 안철수 심상정도 완주 의지 시사,0.01,0.02,0.02,0.03,0.01,0.69,0.01,0.02,0.05,0.24
22780,안철수는 요 며칠 새의 행태를 보면 완전히 민주당 2중대로 돌아섰어 현찰 때문에 또 무슨 장난치려고 수작부리는 거야 민주당을 위해서 돈값은 해야지,0.02,0.01,0.01,0.02,0.01,0.62,0.01,0.05,0.09,0.18
22843,내가 그럴 줄 알았어요 역시 안철수는 안변합니다,0.02,0.01,0.02,0.05,0.01,0.91,0.02,0.04,0.06,0.07
23105,안철수 국민의당 대선 후보 고 이어령 전 문화부 장관 빈소 조문 다음 뉴스,0.03,0.01,0.03,0.04,0.02,0.91,0.09,0.13,0.1,0.03
23144,안철수 어떤 정치인이든 만날 용의 있어 원론적 이야기 다음 뉴스,0.03,0.01,0.03,0.06,0.02,0.94,0.03,0.07,0.04,0.04
23629,철회 동참 안철수 지지 철회하는 사람들 정권교체 걸림돌,0.02,0.02,0.02,0.04,0.02,0.91,0.02,0.03,0.03,0.08
23671,이창원 about 안철수 안철수의 부와 명성을 얻은 곳은 IT 산업인데 안철수가 정치인이 된 후 안철수를 지지하는 IT 인사들을 본적이 있는가 지지는 커녕 업계에서 안씨는 기피인물이다 글중,0.02,0.01,0.02,0.06,0.02,0.94,0.03,0.04,0.04,0.04
24289,30년간의 정치를 표현하자면 남의 깃털을 제깃털인마냥 주워다 쓴 새가 그 깃털이 다 뽑혀 세상 초라한 모습으로 돌아올때 속았다고 그제서야 돌만 던지고 있을건가요 이제 진짜 대통령을 뽑을 때입니다 남의 깃털도 없고 본연의 자세로 자신의 의지를 밝히는 안철수 그가 날개를 폅니다,0.01,0.01,0.01,0.02,0.01,0.76,0.01,0.02,0.05,0.22
24341,광딸 권은희 윤석열 거짓 회견으로 안철수와 단일화 끊어 버려 광딸 권은희의 아바타 안철수,0.01,0.01,0.01,0.02,0.01,0.63,0.02,0.02,0.08,0.21
24630,어쩔 안철수 털,0.02,0.01,0.02,0.06,0.01,0.83,0.02,0.07,0.12,0.05
24825,2017년 민주당 악플에서 2022년 국짐당 악플 2017 홍준표 되면 안철수가 원흉 2022 이재명 되면 안철수가 원흉 안의 조상 안창호 선생은 투옥 후 죽었고 안중근 의사는 침략원흉 이토 히로부미 응징하고 사형됐다 윤봉길 열사 후손이라는 윤석열이 결단해야 한다 단일화 경선하겠다,0.02,0.01,0.01,0.03,0.01,0.67,0.01,0.03,0.07,0.24
24860,형아 히스토리 팩트 박원순은 당시 오세훈시장의 무상급식투표로 사퇴가 원인 안철수후보님은 서울시장 나올 생각조차 없었어요 팩트 문제인인 당선의 일등공신은 당시 탄핵을 당한 당에서 후보를 낸 그 당 책임 윤석열 후보 우리 문제인 대통령님 김건희 우린 원래 좌파에요,0.02,0.01,0.02,0.04,0.01,0.89,0.02,0.03,0.03,0.16
25222,가세연 애들이 키워드를 던져줬는데 1 김지현 와인바 2 프리챌 안철수는 들으면 알거라는데 열공애들이 X파일이라고 하는 거 뭣도 없다면서 파일 다 알려주고 완전 투기꾼이더만 1900억 어떻게 모았는지 알겠어 그러면서 순순히 단일화를 하시지 라던데,0.01,0.01,0.01,0.02,0.01,0.74,0.01,0.03,0.13,0.1
25266,윤도리 지지율 떨어지고 있나보네 안철수 후보께서 버티면 새로운 정치 지형과 각종 쑤레기들 물갈이 다 될꺼에요 안후보님이 꼭 버티셔야해요,0.01,0.02,0.02,0.07,0.02,0.9,0.02,0.02,0.04,0.05
25413,그 스타트가 이재명과 안철수 찢어 버리기,0.01,0.01,0.01,0.03,0.01,0.73,0.01,0.03,0.06,0.2
25493,불공정과 부도덕을 이 땅에서 날려 버릴 거센 바람 안철수 바람이 휘몰아치고 서울로 북상 중입니다 국민은 승리 합니다 안철수 기호4번이 진군하고 있습니다,0.02,0.01,0.02,0.03,0.02,0.87,0.01,0.02,0.04,0.16
25521,안철수 진짜 절망적인 하수네,0.02,0.01,0.01,0.02,0.01,0.65,0.01,0.02,0.07,0.28
25554,안 철 수 바람이 분다 으럿차차 안철 수 기호4번 안철수 힘내라 힘 안철수가 대한민국 살 린다아 안철수 안철수 안철수 안철수,0.01,0.01,0.02,0.04,0.01,0.6,0.01,0.02,0.04,0.39
25614,근데 난 아직 정치잘모르갯고 안철수가 제일 지혜로워보임,0.02,0.02,0.02,0.04,0.01,0.85,0.02,0.02,0.03,0.32
25622,원조부패가 할소리는 아닌데 국짐당 지지하는 인간들은 생활은 정상인데 정치만 나오면 바보가되니 올고 그름도 판단이 안서나보네요,0.01,0.01,0.02,0.05,0.01,0.82,0.02,0.05,0.09,0.04
25672,어르신들이 안철수를 의외로,0.01,0.01,0.01,0.02,0.01,0.69,0.01,0.03,0.08,0.23
25806,안철수는 민주당과 야합을 한듯 ㅋㅋ,0.37,0.03,0.05,0.07,0.03,0.94,0.05,0.1,0.03,0.02
25970,안철수 극대노했네 ㅋㅋㅋㅋㅋㅋ 얼마나 대노했으면 무려 정치가로 데뷔하고는 자제하던 바른말만 연속으로 날리냐 ㅋㅋㅋ,0.02,0.01,0.01,0.31,0.03,0.85,0.02,0.04,0.03,0.04
26003,단독 윤석열 측 안철수 자리는 직접 선택하는 방안까지 제시했다 출처 국민일보 네이버 뉴스,0.01,0.01,0.01,0.03,0.01,0.63,0.01,0.02,0.05,0.28
26063,정권교체없이 미래없다 윤석열 안철수의 조건없는 단일화로 압도적 정권교체하는 건 국민의뜻 준석아 너 단일화 방해하면 죽는다 입다물어라 윤석열 안철수는 생산적담판으로 단일화하라 걸을 수 있는 대한민국국민은 선상투표 사전투표 절대 말고 한명도 빠짐없이 당일투표해 나라 살릴것,0.02,0.01,0.02,0.06,0.01,0.92,0.03,0.04,0.05,0.06
26260,어제 안철수 광주 연설 이후에도 저런류의 혐오 튓이 나온다는 건 멀쩡한 이성을 지닌 성인으로서 모지리 윤가 찍을 명분 이 팔요했던 겁니다,0.01,0.01,0.01,0.03,0.01,0.67,0.01,0.02,0.07,0.27
26336,원래 이런건 안철수가 전공인데 새정치 ㅋㅋ,0.01,0.02,0.02,0.04,0.01,0.74,0.02,0.02,0.03,0.46
26501,여론조사 경선아니면 그 어떤 것도 받아들이지 않았다고 그 어떤 것이 사퇴하라고 압박하는 거였잖아 안철수랑 국민의당을 호구로 보고 수작질 부리다가 역풍 부니까 간담이 서늘하냐,0.02,0.01,0.01,0.03,0.01,0.63,0.01,0.05,0.29,0.04
26645,윤석열 안철수 단일화 사실상 무산 네 탓이오 공방 재시작 쿠키뉴스 뉴스,0.01,0.01,0.01,0.02,0.01,0.62,0.01,0.03,0.11,0.15
26690,공작의 달인 권영세 공작 안철수 문자 폭주 반발 권영세 단톡방 전화번호 공유 파문 출처 한국경제 네이버 뉴스,0.01,0.01,0.02,0.03,0.01,0.62,0.01,0.02,0.04,0.42
27012,안철수에게 책임 전가한건 눈에 안보이고 그저 안철수 탓하는 안철수를 불쏘시개 도구로 이용하려 했으면서 아닌척 실망한척 위선 떠는 모습이 가증스럽다 구안빠들이 아니라 그냥 대깨윤들일 뿐 이재명 가족도 그렇고 무속열 본인과 부인 장모 꼬라지 보고 제정신 박힌 사람들은 지지 못한다,0.02,0.01,0.02,0.04,0.01,0.86,0.02,0.07,0.1,0.03
27024,민주당하고 안철수 가지가지해라 진짜ㅋㅋㅋㅋㅋ 어제 밤늦게 그 지랄 당론 채택해놓고 지금 윤석열한테 화살돌리는 언플한다고 그게 가려지냐 국민 개돼지가 아니라 호남은 완전 개취급 ㅋ 윤석열 안철수에 대등한 공동 인사권 제안했었다,0.08,0.01,0.03,0.12,0.04,0.92,0.06,0.24,0.05,0.02
27363,안철수는 진짜 단일화 한번 성공해서 개털려봤으면 좋겠다 다시는 아무도 안낚이게,0.01,0.01,0.02,0.04,0.01,0.81,0.02,0.03,0.06,0.14
27760,윤석열 안철수 단일화 대신 국민통합정부라는 말이 뜨고 있는데 브레이크뉴스,0.02,0.01,0.02,0.03,0.02,0.8,0.04,0.1,0.12,0.03
27768,윤석열 안철수 단일화 사실상 무산 투표용지 인쇄 시작,0.01,0.01,0.01,0.02,0.01,0.76,0.01,0.03,0.1,0.13
27793,비겁한 윤석열 쥴리도 공개해라 못할게 뭐냐 안철수는 신사적으로 나오는 민주당 애먹이다가 깡패같은 국힘당 상대하려니 확 깨네 댓글 검사때 언론에 흘리기로 피의자들을 때려잡던 공작질을 정치판에서 시전하네 면상에 선제타격 좀,0.01,0.01,0.01,0.04,0.01,0.78,0.02,0.04,0.06,0.11
27982,민주당이 다음 대통령으로 안철수로 한다는 짤을 봤는데 믿을 수가 없어서 안퍼왔음 근데 그짤이 맞으면 여니님은 민주당에 왜 계심,0.03,0.01,0.02,0.06,0.01,0.91,0.03,0.07,0.08,0.04
28141,존나웃기다 안철수,0.01,0.01,0.01,0.04,0.01,0.64,0.02,0.03,0.09,0.15
28179,열받은 안철수 이준석 다급해졌다 민주당 윤석열 중앙지검 재직 때 장모는 피의자에게 17억 대출받아 유능한 이재명 약속 출처,0.02,0.01,0.02,0.04,0.01,0.91,0.02,0.03,0.03,0.14
28192,안철수가 진즉부터 저런정치 했더라면 새정치로 환영박수 받았을터 지금부터 분발해도 늦지않음,0.02,0.02,0.02,0.08,0.02,0.93,0.02,0.04,0.03,0.04
28214,한 나라의 대통령은 기본 지식과 미래와 국제정세를 볼 수 있는 식견이 필요하다 세계는 점점 복잡하고 다양하기에 그에 맞는 지식뿐만 아니라 고품격의 식견이 필요하다 안철수 후보님만 가능하다 또 언어 영어 는 필수이다 대통령이란 자리가 왜 중요할까요 기사참조,0.02,0.01,0.02,0.04,0.01,0.91,0.02,0.03,0.03,0.14
28218,우상호 윤석열 단일화 포기 선언 안철수에 책임 전가한 것,0.02,0.01,0.02,0.04,0.02,0.92,0.02,0.03,0.03,0.11
28658,유튜브쇼츠 저는 그렇게 하기 싫습니다,0.01,0.01,0.02,0.11,0.01,0.76,0.02,0.08,0.09,0.04
28782,모두 같은 마음입니다 잘 될거예요 힘내보아요 그나마 다행인건 제 주변에는 아직 이재명이 좋다고 한 사람을 본 적이 없네요 너무 싫은데 윤후보는 좋은지 모르겠다고 그래서 그래서 기권하거나 안철수 뽑으면 이재명이 된다라고 말해줍니다 그리고 부탁해요 2번 찍어달라고요,0.01,0.01,0.02,0.03,0.01,0.76,0.02,0.04,0.09,0.08
29257,더불어민주당 이재명 후보는 부산울산경남 지역을 찾아 정치보복 근절과 통합 정부를 강조했습니다 다당제와 결선투표제를 내세우며 안철수 후보를 향한 연대 손짓도 이어갔습니다 정의당 심상정 후보는 고 변희수 하사 추모식에 참석해 차별금지법 추진을 약속했습니다,0.01,0.01,0.01,0.03,0.01,0.65,0.01,0.04,0.27,0.09
29297,걍 집안꼴 너무 욱겨 5년 전보다 성장했다고 안철수 뽑는다고 하다가 1억 준다고 허경영 뽑는다는 50대 남성과 윤석열 뽑는다는 60대 남성과 그 남성을 말리는 50대 여성 사실 안 웃김,0.02,0.01,0.02,0.1,0.01,0.91,0.03,0.04,0.04,0.08
29304,충격단독 이재명 끝낼 파일 안철수 X파일 출처,0.01,0.01,0.01,0.02,0.01,0.72,0.01,0.06,0.16,0.08
29530,오늘 기자회견을 보니 이재명과 윤석열의 차이가 전혀없어보인다 차선이나 차악따위가 존재않는 두 후보다 고민없이 안철수로 가면 되겠다,0.02,0.01,0.01,0.04,0.01,0.82,0.01,0.04,0.07,0.1
29587,여수찾은 안철수 신에겐 아직 12척의 배가 남아 있다,0.01,0.01,0.01,0.04,0.01,0.69,0.01,0.03,0.11,0.06
29664,이재명은 산산조각인데 무슨 토론때 했던 안철수 후보가 한 공약과 말들 선거유세에서 그대로 써먹고 있네 네 정체성은 있냐,0.01,0.01,0.02,0.04,0.01,0.88,0.01,0.03,0.05,0.09
29736,안철수 너는 국민에대한 대 반역자 늘 철수철수 하던이 지금가장중요한 시점에 고집부리는것은 나라말아먹을 놈들에게 정권을 넘기려는 수작이아니냐 만약에 그리된다면 철수라는 기리기리 국민역사에 나으리라 이 싹아지같은놈,0.02,0.02,0.02,0.05,0.02,0.93,0.03,0.02,0.03,0.11
29855,윤석열은 본인 지지율이 높으면 안철수 개무시 지지율이 역전되니 단일화 막던지기 윤석열 너무 얍삽하다 윤석열은 이번 대선에 지면 감옥행 끝장 안철수는 본인의 정체성을 유지하면 대선에 지더라도 이재명이 선거제도를 바꾸면 지방선거를 기약할 수 있음 윤석열은 끝났다 펌,0.01,0.01,0.02,0.03,0.01,0.83,0.02,0.02,0.05,0.16
30202,안철수 쪽 이준석 합당 종로공천 언급 단일화 먼저 제안 다음 뉴스,0.02,0.01,0.01,0.02,0.01,0.74,0.02,0.07,0.17,0.05
30229,더러운 굿힘 쓰레기들 니네들 몽니 갑질 부리다 한방에 간다 안철수 측 2월 초 이준석에게 후보 사퇴 전제로 합당 제의 받았다 출처 아시아경제 네이버 뉴스,0.03,0.02,0.01,0.02,0.03,0.84,0.01,0.09,0.1,0.05
30417,나 진짜 실물 안철수 닮았는데,0.02,0.01,0.01,0.03,0.01,0.86,0.02,0.04,0.07,0.07
30502,안철수나 이준석이나 정치 10년넘게 한 고인물들인데 윤석열 뉴비가 뭐라는겨 ㅋㅋ,0.02,0.01,0.01,0.04,0.01,0.86,0.02,0.03,0.05,0.1
30716,열받은 안철수 측 단일화 거래 전격 공개 Feat 이준석 장난질,0.02,0.01,0.02,0.03,0.02,0.92,0.02,0.05,0.05,0.08
30817,안철수 아내 김미경 보건소에서 일하고 받은 800만원 백신연구 기부 출처 조선비즈 네이버 뉴스,0.02,0.01,0.02,0.07,0.01,0.88,0.01,0.03,0.04,0.13
31288,윤석열은 거부 안철수는 기부,0.02,0.03,0.02,0.14,0.01,0.79,0.02,0.02,0.03,0.24
31363,이태규 이준석 2월 초 안철수 사퇴 조건으로 합당 제안 폭로 다음 뉴스,0.01,0.01,0.02,0.02,0.01,0.75,0.01,0.03,0.1,0.09
31382,안철수후보가 단일화결렬선언했는데 합당때도그러시더니 홀로일방적결정버릇이고 이미지지율이 윤과이후보로이동하면서 5 전후로떨어질턴데 완주해도의미없고 금을못케면 은이라도케야 지혜로운것으로 윤후보와만나 자유민주 자본주의완성과 미래건설에일조하는것이 존경받는정치인으로 기억될것입니다,0.01,0.02,0.01,0.03,0.01,0.88,0.02,0.02,0.04,0.11
31430,감사합니다 안철수가된기분이네요,0.02,0.02,0.02,0.07,0.01,0.93,0.03,0.03,0.03,0.11
31440,,0.02,0.01,0.01,0.03,0.03,0.86,0.01,0.06,0.04,0.07
31671,좀 심한 거 같지요 이준석의 도 넘는 안철수 조롱 비판한 청년에 홍준표 의원이 답했다,0.01,0.01,0.02,0.03,0.01,0.69,0.01,0.06,0.18,0.03
32303,안철수 단일화 여지 묻자 웃으며 며칠 남았죠 지금 대선까지 며칠 남았느냐 안철수 국민의당 대선 후보는 23일 국민의힘과 더불어민주당 모두에서 어떤 정책 제안도 받아본 적 없다 며 양측과의 단일화 논의를 부인했다 안철수 단일화,0.01,0.01,0.02,0.24,0.02,0.65,0.01,0.15,0.12,0.03
32755,윤무당의 무식함과 뻔뻔함에 질려버린 안철수,0.03,0.02,0.02,0.02,0.04,0.9,0.02,0.06,0.05,0.04
33215,눈처럼 희고 깨끗하고 맑고 투명하고 고귀한 척하는 안철수는 전에도 말했지만 수천억대 재산 신고된 것만 거의 2천억 이 문제라고 본다 아무리 자본주의 세상이라지만 도덕적으로 그게 그리 깨끗한 일이라고 나는 안 보거든 내가 단 한 번도 안철수를 지지한 적이 없는 이유,0.01,0.01,0.02,0.04,0.01,0.73,0.02,0.04,0.09,0.07
33854,오늘 생일날에 케익선물 받고 미소 코로나19 시대에는 촛불도 입으로 후 끄면 안되고 손뼉으로 짝짝 ㅋ역시 안철수 후보님 생일축하합니다,0.01,0.02,0.02,0.04,0.02,0.91,0.02,0.03,0.05,0.06
33861,안철수 부인 김미경 교수는 연설에서 2012년 남편이 정치에 들어설 때 선한 사람이 거짓말하지 않고 약속 지키고 부정부패하지 않는 정치인이 제대로 나라를 이끌어나갈 수 있다는 걸 보여주겠다 고 했다 10년 동안 준비했고 10년 동안 남편은 시행착오를 겪으며 더 단단해졌다 며 지지를 호소했다,0.01,0.01,0.02,0.04,0.01,0.83,0.02,0.02,0.04,0.23
33998,안철수 윤석열 단일화 겁나서 도망 적폐교체 확 디비뿌겠다 출처 매일신문 네이버 뉴스,0.04,0.01,0.01,0.03,0.04,0.71,0.01,0.19,0.14,0.04
34201,윤석열 압박한 안철수 윤석열 핀트를 못 잡고 있어 깊이 고민을 안한 것 같다 출처,0.01,0.02,0.01,0.04,0.01,0.71,0.01,0.03,0.06,0.27
34207,안철수에게 투표하면 안철수는 대통령이 됩니다,0.01,0.01,0.01,0.04,0.01,0.71,0.01,0.03,0.06,0.25
34215,안철수 기호4번 대통령후보가 살짝 뽑아 휘두른 한번 칼 놀림에 당한 윤석열 어제 방송토론 후 홀로 소감 없이 떠난 윤석열 이라는 제목으로 기사가 나왔는데 당황했죠 너무나 당황했죠 안철수가 숨겨진 능력을 보여주니 당황할 수 밖에 없었을 것 입니다,0.04,0.01,0.02,0.04,0.03,0.88,0.02,0.13,0.06,0.08
34945,이재명 같은 조국 vs 윤석열 같은 안철수,0.01,0.01,0.01,0.02,0.01,0.67,0.01,0.04,0.12,0.07
36535,안철수의 분노 과금 파워 힘순찐 발동 윤석열 빌빌대는 중,0.02,0.02,0.02,0.05,0.01,0.73,0.01,0.02,0.03,0.4
37551,저는 여우님이 저에게 왜 이러는지 모르겠어요 안철수 찍으려면 찍으세요 아무도 뭐라 할 사람없어요 트친들이 안철수 과하게 조롱해도 예의로 대해야 한다고 일관되게 말했어요 제발 농담이나 잡담 아닌 대화를 하려면 화제를 분명히 해주세요 그래야 쉰소리든 헛소리든 할 것이 아니겠습니까,0.02,0.01,0.02,0.08,0.01,0.82,0.02,0.05,0.1,0.03
37648,자당 후보 표를 뺏어갈수 있는 경쟁 대선후보에 대한 접근법은 다양하기에 보수 유권자가 스스로 으로부터 이탈해 윤석열로 결집하도록 윤석열 이준석 콤비가 안철수 향해 취했던 무시 조롱 일관 전략도 가능한 접근법이라 생각하지만 단일화 결렬이 의외 라는건 책임 회피,0.01,0.01,0.01,0.03,0.01,0.65,0.02,0.02,0.05,0.38
37687,안철수가 단일화 철수 한다는 기자회견도 보지 못했느냐 단일화 안되는 것이 여당 탓이냐 댓글부대 보다 더 심한 대선개입 기사부대 언론 보지도 듣지도 말자,0.02,0.01,0.01,0.03,0.01,0.72,0.01,0.02,0.05,0.27
37693,좋아 ㅎㅎㅎ 벽에다가 떡칠하거라 이재명 43 7 윤석열 42 2 접전 안철수 5 8 심상정 2 7 다음뉴스,0.01,0.01,0.01,0.03,0.06,0.85,0.03,0.05,0.06,0.05
