,text,여성/가족,남성,성소수자,인종/국적,연령,지역,종교,기타 혐오,악플/욕설,clean
38059,기회주의 철새도래지 뻐꾸기 둥지에 뻐꾸기들 모아봐야 의미 없고 유세 현장에서 굿판은,0.02,0.02,0.02,0.05,0.01,0.74,0.01,0.02,0.03,0.33
38103,고인의 유지는 안철수 국민행복 대통령이다,0.04,0.01,0.02,0.08,0.04,0.93,0.02,0.1,0.05,0.03
38114,안철수의 병명은 정신분열증이라고 한다 조현병 혼자서 상대방이 날 원한다고 하고 그 상대가 자길 안 받아 준다고 하고 그래서 화가 났고 그사람을 원망하겠단 건데 보통 관계 망상 환자라고 부르곤 한다 정신정신 가서 약먹고 쉬길 바란다 흑산도 인신매매 여수 강간마 간호 받으면서,0.02,0.02,0.02,0.09,0.01,0.93,0.03,0.03,0.04,0.05
38670,안철수 후보 단일화 제안 철회 단일화 의지 진정성 없어 출처 세계일보 네이버 뉴스 안철수의 정치 선거 때 마다 깽판 치러 나오나 완주할 의지없이 왜 나오나 3석 으로 106석 그냥 먹겠다고 단일화 한다 안한다 정치 그만둬라,0.02,0.01,0.01,0.04,0.01,0.65,0.02,0.04,0.08,0.15
38785,안대표님 오늘 정말 멋지셨고 듣는 내내 표현할 수 없는 울림 강한 그런것이 느껴졌어요 기적을 믿습니다 항상 응원합니다,0.02,0.01,0.02,0.04,0.01,0.73,0.02,0.02,0.03,0.41
38915,안철수 결코 멈추지 않겠습니다 LIVE 시작 소개 부분 다시 들어보니 김명준이 아니라 김명균 간사입니다,0.01,0.01,0.02,0.04,0.01,0.86,0.02,0.03,0.04,0.15
38996,안철수여서 가능한거긴 하네,0.01,0.01,0.02,0.04,0.01,0.88,0.02,0.03,0.04,0.13
39018,대선 지면 죽는다는 걸 알고 있는 민주당과 세상 철새 안철수라 연합해도 전혀 이상하지 않음 안철수가 정권연장에 동의하는 모양새라 조건이 셀텐데 총리 포함 내각 지분 지방선거 공천 지분 재신임 투표 등이 오갈 것이라는 소문 파다 문제는 보나마나 안철수가 또 뒤통수를 맞을 것이라는 점,0.01,0.01,0.01,0.02,0.01,0.6,0.01,0.01,0.05,0.37
39158,물적분할 상장금지 물적분할 상장금지 안철수공약입니다 같이 해주세요,0.02,0.02,0.01,0.02,0.03,0.89,0.01,0.04,0.05,0.05
39431,아 당연히 그러겠지만 사망 운전기사와 지금도 원주세브란스에 입원중인 계약서 없이 고용된 두 분 합의금 제대로 주도록 당연히 그러겠지 안철수지지자들이라면 모금도 할거라 본다,0.01,0.01,0.01,0.02,0.01,0.68,0.02,0.04,0.2,0.03
39552,안철수 하버드캐네디스쿨 외교정책 세미나 출처,0.01,0.02,0.02,0.07,0.03,0.92,0.03,0.03,0.03,0.04
39560,이준석 야권후보 단일화 안 될 것 몇시간 뒤 안철수 협상결렬 선언 뉴데일리,0.01,0.01,0.02,0.03,0.01,0.69,0.01,0.02,0.04,0.4
39573,안철수는 딜 할려다 실패한듯,0.01,0.01,0.01,0.06,0.01,0.84,0.02,0.03,0.05,0.13
39682,국민은 정권교체가 최대의 목표이다 안철수가 결국 국민의 정권교체 바램을 져버리나 결코 죽쑤어서 개줘서는 안된다,0.02,0.01,0.01,0.03,0.01,0.73,0.01,0.04,0.06,0.21
39856,안철수 오늘전까지 난 반신반의 오늘 이후로 내편아님 끝,0.01,0.0,0.02,0.11,0.01,0.69,0.02,0.1,0.07,0.09
39873,안철수 제 목숨을 걸고 그분의 희생이 헛돼는 일이 절대로 없어야겠다는 생각과 다짐 각오를 하게 됐다 고 했다 돌아가신 분이 진짜 원하는것이 무엇일까 정권교체 안되도 좋고 이재명이 당선되어도 좋으니 안철수후보가 끝까지 완주해 주세요 하는것이 고인의 바램 일까,0.01,0.01,0.02,0.02,0.01,0.68,0.01,0.03,0.15,0.08
40134,안철수 단일화 결렬되고 나서부터 똥파리 세작들 트윗량 증가 똥파리들 똥줄 타는중 히히,0.01,0.01,0.01,0.02,0.01,0.67,0.01,0.04,0.12,0.11
40340,안철수가 단일화를 제안했던 속마음 4 여러 차례 정권교체 이후에 더 좋은 대한민국을 만들기 위한 미래의 비전과 뼈를 깎는 개혁으로 이어지지 못했다 이런 성찰과 지적은 묻지마 정권교체 에 계속 묻혀버리고 정권교체 후 예외 없이 실패한 정부로 이어졌다 전문,0.02,0.01,0.02,0.02,0.01,0.67,0.01,0.02,0.03,0.51
40548,윤석열 후보는 이재명 후보를 이미 10퍼센트 넘께 이기고 있으니 정권교체 걱정 하지 마시고 새로운 정치를 위해 안철수 후보 마음놓고 찍으시면 됩니다,0.01,0.01,0.01,0.05,0.01,0.75,0.02,0.02,0.04,0.22
41191,안철수,0.02,0.01,0.01,0.02,0.01,0.64,0.01,0.02,0.03,0.48
41633,최선의 후보 안철수로 찍고 자유를 찾으러 가즈아,0.02,0.02,0.02,0.03,0.05,0.88,0.01,0.07,0.05,0.04
41691,점 난 곳도 안철수 만큼 작네요 짧고 작네,0.01,0.02,0.03,0.07,0.03,0.92,0.04,0.05,0.05,0.02
41802,오늘 안철수 소통 라이브 좋았다 송경택 감독님 왈 누가 되는 게 싫어서 그 사람을 막기 위해서 차선에 선택을 하는 건 패배자의 마인드다란 말 진짜 공감가네 이재명 윤석열 막기위해 내 소중한 한 표를 행사하는 게 아니라 내가 최선이라고 생각하는 안철수 뽑으면 된다,0.02,0.01,0.01,0.03,0.01,0.81,0.01,0.05,0.07,0.16
41984,뉴스룸 2월 19일 주요뉴스 안철수 선거운동 재개 다시 주목 받는 단일화 평창 깜짝 은 원윤종팀 내일 마지막 도전 인원제한 없는 유세 내세워 집회 같은 기도회 새벽에 친구들과 언 호수 걷던 중학생 물에 빠져 유럽 휩쓴 태풍 미국은 눈폭풍에 100중 추돌,0.02,0.02,0.02,0.03,0.01,0.87,0.02,0.03,0.05,0.1
42039,세계 2대 불가사의가 안철수 튀는거랑 이재명 뛰는거,0.02,0.01,0.02,0.03,0.01,0.83,0.02,0.03,0.03,0.24
42150,민주당쪽은 문재인에서 이재명으로 더 흑화되었고 국힘당은 홍준표에서 윤석열로 조금 나아졌죠 안철수는 존재감이 사라졌구요,0.01,0.01,0.01,0.03,0.01,0.66,0.01,0.02,0.05,0.29
42175,안철수도 수다,0.01,0.02,0.02,0.1,0.01,0.78,0.02,0.02,0.03,0.33
42459,안철수,0.02,0.02,0.01,0.03,0.04,0.89,0.01,0.05,0.04,0.05
42568,여론이라면 같은 뉴스에 비슷한 반응이 있게 마련인데 안철수 관련 뉴스는 같은 뉴스인데도 언론사에 따라 심하게 차이 나는걸 여러번 목격 댓글부대 짐작하고도 남죠 하고도 남을 인간들이구,0.02,0.01,0.02,0.05,0.02,0.93,0.02,0.05,0.07,0.04
42600,그러니 안철수나 지지하나봅니다,0.06,0.03,0.02,0.03,0.1,0.93,0.02,0.18,0.05,0.04
42748,안철수 응원 국민 릴레이 안철수 대통령,0.02,0.02,0.02,0.07,0.02,0.93,0.02,0.04,0.04,0.03
42759,발인식장에서 도대체 이게 뭐하는 짓인가 사망자가 두 분인데 한 분은 어디 계신가 안철수는 이걸로 끝났다고 본다,0.02,0.01,0.02,0.05,0.01,0.9,0.02,0.03,0.07,0.05
42790,모든 예산부터 산업화는 경상도로 다가져 가면서 왜왜왜 경상도 출신 이재명한테는 표안주고 양심 불량이라는건 다 아는사실 그리고 윤석렬 이재명 심상정 안철수랑 전라도와서 표 구걸하는 얼굴에 똥을 퍼부어 주고 싶다 말로만 호남에 와서 이간계 쓰고 아주 나쁜 사람들이다,0.01,0.02,0.02,0.03,0.01,0.8,0.02,0.04,0.04,0.21
42884,안철수 내일 선거유세 재개 부인 김미경 교수와 의료봉사 다음 뉴스,0.02,0.02,0.01,0.03,0.02,0.9,0.01,0.03,0.05,0.07
43052,신나는 안철수,0.01,0.01,0.02,0.02,0.02,0.71,0.02,0.08,0.3,0.03
43240,손평오 동지의 뜻을 이루기 위해서라도 안철수 대통령과 함께 새로운 대한민국을 만듭시다 손평오 동지의 영면을 기원하며 유가족분들께 깊은 애도와 위로의 마음을 보냅니다 손평오동지 영면하소서 새로운대한민국 기호4번 번타자 회말2아웃 역전만루홈런 안철수대통령 국민의당,0.01,0.01,0.01,0.03,0.01,0.75,0.02,0.02,0.04,0.3
43340,저 안철수 손 동지의 뜻을 이어 손 동지를 떠나보내는 당원동지들의 아쉬움과 결연함을 담아 더욱더 단단해지겠다 안철수 어떤 풍파에도 굴하지 않을 것 사퇴론 일축,0.01,0.01,0.01,0.03,0.01,0.61,0.01,0.02,0.06,0.36
43555,안타깝기그지없네요 앞에서하는말과다르게뒤에서는대충대충하는습성을버려야해요 고인들의명복을빕니다,0.02,0.01,0.01,0.03,0.04,0.85,0.01,0.06,0.05,0.05
43627,경기도지사 어쩌고하는 가짜뉴스 신혜X 틀튜브에서 퍼트린거 같네 어제 밤부터 퍼진듯 조치하셔야할 듯 안철수 후보는 끝까지 완주한다 정치공작 허위사실 유포 하지마 상 중에 정신없는데 25분동안 경기도지사 딜했다는게 말이되냐 경기도가 뉘집 개이름이냐 국힘당 진짜 드럽게 정치하네,0.02,0.02,0.03,0.06,0.01,0.93,0.02,0.04,0.03,0.1
43939,불의의 사고에도 안철수 고인 뜻 받들어 완주한다 다음 뉴스 오오 안철수,0.01,0.01,0.01,0.02,0.01,0.69,0.01,0.02,0.05,0.26
44043,심상정 안철수 소신투표 하신다는 한녀들은 이거 보고 가세요 ㅋㅋ 현실은 잔혹함 소신투표해서 윤석열되어봤자 소수당에 찍은 님들 표 아무도 안 알아줍니다 반페미정서가 나라 정서가 되는거고 한녀들 취업길 막히고 페미 탄압되는거 시간 문제임 다음 대선에는 더더욱 여자 눈치 안보게 되겠지,0.02,0.01,0.01,0.04,0.01,0.87,0.02,0.03,0.06,0.09
44337,적폐청산 선제타격 대 쇼크로 민감하게 물어뜯고 짖어도 윤석열차는 잘도 달린다 정치일반 윤석열 40 이재명 31 안철수 8 NBS 출처 국민일보 네이버,0.02,0.02,0.02,0.06,0.01,0.75,0.01,0.01,0.04,0.2
44453,야권 당일화는 여권 연합을 부르고 국론 분열만 심화시켜 역효과가 날 것이다 국민 통합과 정치 개혁을 위해 제3지대 대선후 보단일화로 연립정부를 수립해야 한다,0.01,0.01,0.01,0.03,0.02,0.78,0.02,0.08,0.13,0.03
44636,물적분할 상장금지 물적분할 상장금지 안철수 공약 입니다 같이 해주세요,0.03,0.02,0.02,0.06,0.02,0.94,0.02,0.04,0.04,0.04
44923,안철수는 영혼의 결이 미래 향해 닦여 있다 출처 신동아 네이버 뉴스,0.01,0.01,0.02,0.03,0.01,0.7,0.01,0.02,0.04,0.36
45314,확실히 안철수가 대위출신이라 현실적이네,0.01,0.02,0.02,0.05,0.02,0.92,0.03,0.03,0.03,0.09
45330,선거운동 유세차 사고 산재 적용될까 안철수 선거운동원 산재 유세차 선거사무원 충북인뉴스 김남균,0.01,0.02,0.02,0.05,0.01,0.88,0.02,0.02,0.03,0.14
45410,안철수후보 안타깝다 유세차량에서 일산화가스로 2명사망 삼가고인의명복을빕니다,0.01,0.01,0.02,0.03,0.01,0.74,0.02,0.02,0.06,0.2
45854,불의의 사고 잘 수습하셔서 흔들림 없이 나아가세요 돌아가신 당원들 명복을 빌며 당원 모두는 끝까지 힘내시길 바랄겁니다,0.01,0.02,0.02,0.06,0.01,0.73,0.01,0.02,0.03,0.4
45862,안철수 3등이 역선택 노려 자충 외통수 던지다니,0.01,0.01,0.02,0.02,0.01,0.68,0.01,0.02,0.04,0.22
45867,대통령호소인 윤석열 로드맵 본인의 채 20여일 앞날도 모르면서 대통령 지명제라도 만들 셈인가 윤석열 안철수에 5년 뒤 대선 로드맵 제안 검토 중,0.01,0.01,0.02,0.06,0.02,0.88,0.02,0.06,0.05,0.05
45938,7 와 단일화 어이상실이다 안철수후보 원매쇼 프로에 나갈 모양이다 뒷편에서 그렇게 윤 비방 지금도 하면서 오메불망 매달리는거 다 보임 촰스씨 다 접고 쭉 끝까지 완주 하세여 훤히 다 보이는 짱돌 구르는 소리 촰촰촰 들여오는,0.01,0.01,0.01,0.03,0.01,0.72,0.01,0.02,0.04,0.3
45966,안일화로 정권교체가 답입니다,0.02,0.02,0.02,0.06,0.02,0.93,0.02,0.03,0.03,0.09
46065,그래서 주인공인거야 멍청아 습 그런데 찰스 자비에 계속 찰스찰스하니 안철수 생각나잖아 슬프다 그냥 모두에게 헬멧 선물해주지 그랬어 그래 순순히 협력했으면 주인공이 아니었겠지 이게 효과적인걸 본인도 깨달았겠지 아 저기서 그 목적을 확인하는구나 아니 어떻게 걸을 수 있어 캐붕,0.01,0.01,0.02,0.05,0.01,0.7,0.06,0.04,0.05,0.18
46072,나 웬지 안철수 하는 안철수가 음모론 이라는 단어를 꺼내면서 다시 나타날것만 같아,0.01,0.02,0.02,0.04,0.01,0.7,0.01,0.02,0.03,0.41
46094,안철수 박정희 뜻 이어 제2 한강의 기적 다음뉴스,0.01,0.02,0.02,0.05,0.01,0.6,0.02,0.01,0.03,0.5
46125,안철수 뭔일임 헐,0.01,0.01,0.01,0.03,0.01,0.68,0.01,0.02,0.04,0.36
46131,안철수님 부디 힘내세요 4번타자 홈런날리자 화이팅,0.01,0.01,0.02,0.06,0.01,0.65,0.01,0.02,0.04,0.41
46189,이 쌍판대기 싸가지 없는 말투의 오만함은 거부감을 너무 부른다 윤석열이 패배하면 절반 이상은 니 책임 이준석 안철수 지지 선언 만 받는다 여론조사 단일화는 혜성 충돌할 확률 다음 뉴스,0.01,0.02,0.02,0.09,0.02,0.82,0.02,0.02,0.03,0.31
46220,안철수 유세버스서 3명 사상 선거운동 중단 사태수습 최선 다음 뉴스 오늘 트윗에 민주당 자동차 사고 기다렸다는듯 찍어 올리는 팀 있었는데 국민의당도 그런 차원이었을수도 있겠네 닫고 있으라 지시 내린 인간 있다면,0.01,0.02,0.02,0.09,0.01,0.8,0.02,0.02,0.03,0.29
46221,이번 선거에서 국민의당 당원 혹은 안철수 지지자들은 국힘과는 다시는 겸상도 생각할 수 없을 정도의 강이 생긴 것 같은데 정의당 당원들이 민주당과 그런 담이 생겼는지는 잘 모르겠음,0.01,0.02,0.02,0.04,0.01,0.74,0.01,0.02,0.04,0.33
46237,안철수로 단일화하면 당신을 뽑을겁니다만 제발 제발 진정성 좀 보여주세요 계산하지 말고 언제까지 이것 저것 재면서 정치 하실래요,0.01,0.02,0.02,0.12,0.01,0.73,0.02,0.02,0.03,0.27
46268,안철수 유세 차량서 2명 사망 국민의당 모든 선거 운동 중단 종합 출처 서울신문 네이버 뉴스,0.02,0.02,0.02,0.03,0.02,0.9,0.02,0.02,0.03,0.13
46271,클레이체크,0.01,0.03,0.02,0.07,0.01,0.8,0.02,0.02,0.03,0.32
46484,인목사님 최교수님에게 맡기면 공약 이든 단일화 든 누구와 붙어도 백전 백승이다 안철수후보는 두분에게 맡기고 소신껏 선거유세에 집중하면 된다,0.01,0.02,0.02,0.07,0.01,0.82,0.02,0.02,0.03,0.28
46787,뉴스토마토 미디어토마토 2월12 13일 ARS 이재명 40 2 윤석열 43 2 안철수 8 3 3 0 p 오차범위 내 격차 뉴스토마토 박주용 기자 자세한 내용은 중앙선거여론조사심의위원회 홈페이지를 참조하면 된다,0.02,0.02,0.02,0.05,0.01,0.64,0.01,0.01,0.03,0.54
47338,안철수 겨냥 내수용 법률가 군대도 안가고 국군 통수 출처 동아일보 네이버 뉴스,0.01,0.01,0.02,0.05,0.01,0.88,0.02,0.03,0.04,0.05
47408,비상장주식 주식회사 하늘궁 ㅋㅋㅋㅋㅋㅋㅋ 20000주 55억 9천만원 ㅋㅋㅋㅋㅋㅋ 와 리스 잔여대금 롤스 로이스 팬텀 2021년식 근데 왜 돈 안줬냐 아무튼 본인 재산만 260억 직업은 강연업이래 잠깐 안철수가 얼마였드라,0.01,0.01,0.02,0.02,0.01,0.81,0.02,0.02,0.04,0.22
47533,안철수 후보의 깽판 단일화 요구로 하락 10년 정치 경력이 날로 빛나죠,0.01,0.01,0.01,0.03,0.01,0.63,0.01,0.08,0.07,0.14
47658,안철수후보 9 8프로 응답율73 4프로짜리 여론조사,0.01,0.01,0.02,0.06,0.02,0.88,0.02,0.06,0.05,0.05
47837,4 15부정선거 집단 문재인과 민주당 은 자기들의 이익을 위해 못하는 짓이 없다 윤석열 안철수의 조건없는 단일화로 압도적 정권교체하는 건 국민의뜻 준석아 너 죽고 싶으면 단일화 방해해라 걸을 수 있는 대한민국 국민은 사전투표 절대 말고 단 한명도 빠짐없이 당일투표해 나라 살릴 것,0.01,0.01,0.02,0.03,0.01,0.75,0.01,0.06,0.15,0.05
48251,안철수 민주노총 택배노조 CJ대한통운 점거 정부에 엄정한 법집행 요구 이번 사건에서도 노조의 재물손괴와 업무방해 건조물 침입 등의 명확한 불법행위에 대해서 정부가 눈치를 보는 일이 있어서는 안 됩니다 기득권 강성노조의 패악을 반드시 막아내겠습니다,0.01,0.02,0.02,0.04,0.01,0.69,0.02,0.02,0.03,0.42
48329,그리고 나서 2 30 남은 안철수가 0 00 남은 윤석열 앞에 두고 신나게 깜 윤석열이 대답할 시간이 없으니까 안철수가 너그럽게 15초 드리겠다고 함,0.02,0.01,0.01,0.03,0.01,0.79,0.01,0.03,0.06,0.15
48413,문재인하고 단일화해서 문재인대통령 만들어 나라 말아먹게했으면 양심것 윤석열후보와 단일화 할생각안하고 날로 먹으려고하네 당신은 문재인을 대통령만든 대역 죄인이야,0.01,0.01,0.02,0.02,0.01,0.68,0.01,0.02,0.04,0.22
48542,적어도 모두들 나보다는 안철수 걱정 많이 하시는 듯 난 선거 끝나고 팬 입장으로 돌아갔을때 걱정할라고요 선거때는 저 분은 철저히 내가 사용할 도구임,0.02,0.01,0.02,0.04,0.16,0.76,0.02,0.05,0.04,0.05
48644,안철수국민 여러분 우리 다 같이 힘냅시다,0.02,0.01,0.02,0.03,0.01,0.85,0.02,0.03,0.05,0.11
48751,윤석열이 안철수 너무 세게 내치다 이재명에게 가버리면 너무 재밌을 듯,0.01,0.01,0.01,0.03,0.01,0.69,0.01,0.04,0.07,0.17
49218,후보 단일화 안철수 국민경선 단일화 주장 참으로 철수다운 제안이다 국민경선 민주당 지지자들은 윤석열 안철수 중에서 누구를 선택할것인가 당연히 안철수 아니겠나 그래야 윤석열이 불리하니까 그럼에도 국민경선 웃기는 안철수다 안철수는 늘 그런식이다 혼자만의 아집투성이 안철수,0.02,0.01,0.01,0.03,0.01,0.72,0.01,0.02,0.04,0.32
49280,안철수 없으면 마무것도 못하는 것들이 자존심도 기본 양심도 없는 국민의 짐덩이들 니 들이 정한 서울시장 단일화 룰도 못 받겠다고 그럼 홀로 서면 되는거지 또 대승적 양보하라고 ㅁㅊ,0.01,0.01,0.01,0.03,0.01,0.85,0.02,0.03,0.07,0.11
49423,안철수가 정권교체 운운하며 또 철수 하려 한다 대통령 되도 평가 나쁘면 철수 한다니 말 다했지,0.01,0.01,0.02,0.07,0.02,0.64,0.01,0.08,0.17,0.02
50123,다음번에 또 나오려면 이번에 당선되면 안 되죠 저는 한국 정치계가 배출한 두 괴물로 안철수와 이준석이라고 봅니다 철학 부재 마케팅과 자기합리화만 남은 정치 반정치의 정치,0.03,0.01,0.02,0.03,0.05,0.89,0.02,0.18,0.08,0.04
50146,우한폐렴으로 고통받는 사람들을 위해 의료봉사 하는 것을 보면서 안철수는 좋은 사람이라며 칭찬을 아끼지 않으셨는데 안철수가 제시한 단일화 조건 이야기를 들으신 어머니께서 그사람 안철수 은 분수도 모르는 욕심이 많은 사람이었구나 하신다 네 어머니 옳으신 말씀 입니다,0.02,0.02,0.02,0.03,0.02,0.91,0.02,0.02,0.03,0.1
50727,저 말고도 많은 사람들이 지적했을 겁니다 안철수는 그저 국힘당과 관계가 불편할 뿐 근본적인 가치관은 그들과 같으며 같이 3지대 개척을 모색할 그릇이 안 된다고 내가 그랬잖아 라는 식으로 말하고 싶진 않습니다만 이걸 계기로 심 후보님과 정의당이 본연의 자세로 돌아가길 바랍니다,0.01,0.01,0.01,0.04,0.01,0.66,0.01,0.06,0.13,0.08
50740,김미경 국민 여러분 우리 다 같이 힘냅시다,0.02,0.01,0.01,0.03,0.01,0.75,0.01,0.03,0.06,0.13
50859,아내 증세 좋지 않다 울컥한 안철수에 이재명 위로 전한다 다음 뉴스,0.02,0.01,0.02,0.06,0.02,0.9,0.02,0.06,0.1,0.02
50880,안철수 단일화 테마주는 또 뭐여,0.01,0.01,0.01,0.02,0.02,0.63,0.01,0.07,0.1,0.08
50971,진짜 애새끼 어떻게 키우면 저따위로 안하무인이냐 아이고 불쌍하고 한심한 안철수야 마삼중 따위한테 이게 무슨,0.01,0.02,0.02,0.06,0.01,0.69,0.01,0.02,0.03,0.45
51055,안철수님 신의 한 수 입니다 단일화 되도 안되도 이젠 윤석열과 국민의힘 책임입니다 이젠 님은 단일화 압박 없이 님의 길을 충실히 걸으면 됩니다,0.01,0.01,0.01,0.07,0.01,0.81,0.02,0.05,0.11,0.05
51494,안철수 재산걱정 지능걱정 해주는 분들이 이렇게나 많은 줄 몰랐네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 하긴 내가 조국이다 이런 것도 있었지,0.02,0.02,0.02,0.04,0.02,0.93,0.02,0.04,0.04,0.06
51614,단일화 방식이야 유리한 쪽으로 주장하는 게 당연하지 이걸 트집잡는 윤빠들도 당연하고 그러하니 지금 자신을 뒤돌아 봐봐 본인이 빠심에 헤까닥한 상태인지 아닌지 그건 그렇고 궁지에 몰려 단일화 제안하는 안철수 정치감각 안습 한 두세박자 늦었음 그냥 이참에 정치 관두는 게 최선이다,0.02,0.01,0.02,0.15,0.02,0.85,0.06,0.12,0.06,0.02
52206,속보 안철수 단일화 제안 성명 발표 중,0.02,0.01,0.02,0.07,0.02,0.92,0.02,0.06,0.06,0.03
52546,안철수 오늘 대통령 후보 등록 뒤 야권 단일화 논의 제안 병신되기로 작정했나,0.01,0.01,0.01,0.02,0.01,0.7,0.01,0.03,0.07,0.25
52671,어려운 방법이 최선의 방법이다 안철수,0.01,0.01,0.01,0.03,0.01,0.78,0.01,0.04,0.1,0.13
53116,안철수 한국산업기술진흥협회 초청 정책간담회 다음 뉴스,0.02,0.01,0.01,0.02,0.01,0.79,0.02,0.06,0.13,0.05
53436,막산이 찍을 수도 없고 국민의 힘 찍을 수도 없다는 국민들 대안이 안철수 윤석열 선거 전략으로 국힘의 잘못을 까는 것이 1번이 되야 함 내가 대통령 되면 국힘을 이렇게 고치겠다 뜻 맞는 국회의원들이 받아 들여 정계개편 하겠다고 나와야 될 듯,0.02,0.01,0.01,0.03,0.01,0.71,0.01,0.06,0.24,0.05
54401,심상정 손실보상 재대로 법으로 이재명 윤석열 안철수 후보님 코로나 손실보상 법으로 만드실건가요 심상정 대선토론 코로나손실보상,0.02,0.03,0.02,0.03,0.38,0.67,0.02,0.04,0.02,0.04
55115,안철수 지금 포지션은 본체가 안철수인게 젤 흠인거 같네 인물 진짜 없긴하다 이 꽃놀이패를 쥐고서도,0.02,0.02,0.02,0.06,0.01,0.64,0.02,0.02,0.03,0.52
55277,이재명 36 윤석열 37 오차범위 내 접전 안철수 13 한국갤럽,0.01,0.01,0.01,0.02,0.01,0.64,0.01,0.02,0.09,0.22
55686,이건 안철수에게 말해야 할거 같아요 적절한 댓가 받고 단일화 하시길,0.02,0.01,0.02,0.08,0.01,0.91,0.02,0.04,0.04,0.06
55713,이재명 35 윤석열 35 안철수 9 NBS 출처 연합뉴스TV 네이버 뉴스,0.01,0.01,0.01,0.02,0.01,0.64,0.01,0.04,0.09,0.19
55848,대선 영상 안철수 자진사퇴 형식의 단일화 한국 정치사상 들어본 적 없어 문재인에게 양보하고 선거전날 미국행은 뭐라 발할 것인가,0.02,0.01,0.01,0.02,0.02,0.82,0.01,0.04,0.1,0.09
56104,그럼 안철수가 수백만 탄핵지지 서명 제출하고 헌재에서 탄핵 인용된 박근혜에 대한 수사 재판도 정치보복이었나 대체 정치보복의 악순환이 뭐가 얼마나 있었는 지 무자게 궁금해서 말임 안철수 정치보복의 악순환을 끊을 유일한 적임자 안철수입니다,0.02,0.01,0.02,0.03,0.01,0.79,0.02,0.02,0.03,0.34
56443,영상 윤석열 에 적폐수사 에는 10분 단일화 너무 나갔나 다음 뉴스 10분씩이나 단1분이면 되지않을까 난 자격이 안되니 안철수 당신한테 양보하겠소 이러면 1분도 안걸려 윤석열씨 더 망신당하기전에 사퇴하시오,0.02,0.02,0.01,0.02,0.02,0.82,0.01,0.08,0.11,0.08
56445,페친인 광명닥터 김기남씨가 광명시장 지선에서 떨어진 이후 국민의당에서 당시 자유한국당인가 현 국힘으로 옮겼을 때도 속으론 왜 국힘으로 가는지 도무지 이해하지 못해 속없는 사람이라며 의구심을 가지는 한 편 안철수대표와 국민의당 자체에 대해서도 제대로 알고 싶었다,0.01,0.01,0.01,0.02,0.01,0.8,0.02,0.04,0.07,0.08
