,text,여성/가족,남성,성소수자,인종/국적,연령,지역,종교,기타 혐오,악플/욕설,clean
5130,박지현에 의한 트페미들의 이재명 쏠림 현상이 결코 바람직한 현상이 아닌게 그 반대 급부인 2030남성들이 압도적으로 윤석열로 쏠린게 여론 조사로 나타남박지현의 등장이 남녀 갈등을 더욱 향상 시킨 꼴이 됨대선 결과를 떠나 이건 바람직한 현상이 아님차라리 심상정과 손을 잡든가,0.8,0.05,0.03,0.02,0.01,0.01,0.01,0.04,0.07,0.18
5147," 박지현씨 부류들..진보팔이 정치꾼,여성단체들이 우리나라 진보,여성인권을 비지니스 카르텔을 형성해 일반국민의 외면을 자초하여,대선 이후 퇴보될것 같다.그냥 수수하게 자기 목소리만 내도 지지층을 확보할테데,정치에 이용 당하는 순가 그 순수성도 의심..그냥 이권  동맹이지.",0.81,0.01,0.03,0.02,0.02,0.02,0.02,0.21,0.09,0.07
5148,언론이 드디어 2030 여자들 조명하나했더니 안철수가 죽도 밥도 안되는 결정하면서 다 뺏어감. 며칠 안남은 시점에 윤석열먼 뒤지게 조명해줄거임 이럴수록 11시에 박지현님과 여자들의 지지선언 일부러라도 열심히 떠들어야 해 트위터 말고 트위터 밖의 커뮤니티에서도 ㅇㅇ,0.7,0.02,0.01,0.02,0.02,0.02,0.01,0.06,0.22,0.13
5218,한국에서 정치든 경제든 입지가 매우 좁은 젊은 여성들이 정치에 입문하는 것만으로 큰 효능감을 느낍니다. 여자들이 자기 의견을 내고 선택을 하고 스스로 대표할 사람을 뽑는건 정말 중요하다고 생각합니다. 투표합시다!#추적단불꽃_박지현_킹메이커#이대녀는_이재명으로_정했다 ,0.6,0.03,0.02,0.02,0.01,0.01,0.01,0.02,0.05,0.43
5248,이재명생각보다괜찮습니다#추적단불꽃_박지현_킹메이커제발한번만믿고뽑아주세요#이대녀는_이재명으로_정했다이재명은2030여자들에게모든걸걸었습니다이재명 블로그 심상정 페미니즘 여성정책,0.74,0.02,0.02,0.03,0.01,0.01,0.01,0.03,0.07,0.33
5250,어딜 여성들을 호구로 보나?#추적단불꽃_박지현_킹메이커여성가족부 폐지한다면서 이제 와서 ㅈㄹ#이대녀는_이재명으로_정했다다음 대통령은 정해져 있다 잘가라 신남연,0.6,0.41,0.02,0.04,0.01,0.02,0.01,0.02,0.07,0.05
5252,이재명은이대녀에게모든것을걸었습니다#추적단불꽃_박지현_킹메이커저도이재명과박지현에게한표를걸겠습니다#이대녀는_이재명으로_정했다이대녀가결집하면막을수있습니다이재명 블로그 페미니즘 심상정 ,0.77,0.03,0.03,0.04,0.01,0.02,0.01,0.03,0.05,0.27
5253,#추적단불꽃_박지현_킹메이커#이대녀는_이재명으로_정했다재명아 한녀살려 ㅅㅂ,0.89,0.08,0.02,0.06,0.01,0.02,0.02,0.03,0.04,0.05
5257,윤석열이 승리하면 이제 아무도 페미니즘 정책을 내지 않으려고 할지도 모릅니다. 이대녀들이 결집하면 승리합니다.#추적단불꽃_박지현_킹메이커#이대녀는_이재명으로_정했다 ,0.86,0.03,0.03,0.03,0.01,0.01,0.01,0.03,0.04,0.15
5262,"와 대단하다 다이너마이트 청년선대위랑 같이 일한다고? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ박지현이 페미니즘을 대표하는 건 아니지만 그 추종자들은 대표하는 것 처럼 쳐지끼던데, 댁들의 페미니즘 참 간편하구려. ㅋㅋㅋㅋㅋㅋㅋㅋ  ",0.61,0.02,0.02,0.02,0.0,0.01,0.02,0.03,0.09,0.18
5284,심상정 후보 마지막 발언보고 울다가박지현 위원장 마스크 벗은 거 보고 오열진짜 한녀살려 선거 어떡하니 이거,0.78,0.08,0.01,0.03,0.01,0.01,0.01,0.02,0.06,0.14
5313,"여대생들은 변영주, 박지현 동영상 많이 보았을 것임. 그런데 바쁜 2030 여성 직장인들은 저것 보았을까?",0.67,0.03,0.05,0.01,0.02,0.01,0.0,0.05,0.07,0.34
5332,여자들이 뭉치니까 페미니즘에 대해 빻지 않은 답변을 이끌어내는구나. 눈물날 거 같음. 오늘 박지현씨 마스크 벗은거에 너무 감명받은 상태기 때문에,0.7,0.03,0.01,0.02,0.01,0.01,0.01,0.02,0.09,0.26
5363," 아, 미안합니다박지현 얘기는 안하셨군요트페미들 스탠스을 같이 얘기해버렸구만너한테 해당되는 문단은 2번째니까그거 봐 그럼 ㅋㅋ아, 그리고 추미애 칭찬 좀 웃겼다추미애는 지 입맛에 안 맞는 검사들 좌천 보내고 지 측근들 불러 모은일 말고는 한 게 없어요",0.68,0.04,0.02,0.02,0.01,0.01,0.01,0.02,0.06,0.22
5367,"박지현은 엔번방 추적한걸로 신격화, 성역화하면서전례도 적용할 법도 마땅치 않던집행유예로 끝날수도 있었던사이버성범죄 수사하고 기소하고 42년형 처벌 받게 한 윤석열은 고작 그것밖에 안 했다고 하네 ㅋㅋ부정하지말고 인정할 건 좀 인정해라이러니까 꼴페미 소리 듣지 ",0.86,0.02,0.03,0.02,0.01,0.01,0.01,0.06,0.06,0.07
5382,"흥! 됐슈. 박지현을 청와대로! 이수정 ""윤석열, 여가부보다 훨씬 강한 '女보호시스템' 마련"" | 다음뉴스 ",0.65,0.01,0.02,0.03,0.01,0.01,0.01,0.04,0.06,0.42
5422,  박원순이 여비서 성폭력해도 묵인했던 여성부와 여성단체들이 여성편인가?? 성폭력범 장례식 국민혈세로 성대하게 하고 박원순 자리에 공천하고  피해여성을 피해호소인이라고 조롱한 민주당이 여성편이라고????아내 배신하고 간통 불륜한 사람을 지지하는 여성은 정상적인 여성인가???,0.76,0.01,0.02,0.04,0.01,0.04,0.02,0.11,0.14,0.09
5509,김건희 성상납??민주당 패미들은  뭐하나요??권인숙씨 박지현씨는 뭐하나요?? ,0.79,0.01,0.02,0.02,0.03,0.02,0.01,0.15,0.11,0.09
5620,박지현 패면서 윤석열 영업하면 여자들이 '어머시발'하면서 윤석열 뽑겟냐고 ,0.76,0.06,0.02,0.02,0.01,0.02,0.01,0.02,0.12,0.1
5622,n번방 추적자로 유명해진 박지현 (* 이재명 선대위)여성 비하의 화신인 이재명 편드는 꼴페미 이대녀- 전부 헛다리 겉멋성범죄 수사와 예방 여성보호 실천자는 오히려 윤석열  [ n번방 직접챙긴 사람이 윤석열 총장 ] ,0.88,0.02,0.02,0.05,0.01,0.01,0.01,0.06,0.07,0.11
5631,윤석열 지지자들이 박지현님한테 페미니즘 이용하지 말라고 할 때이재명 지지하는 여성들은 페미니스트들아 민주당을 이용하라고 합니다.아시죠? 민주당에 2030 여성의 목소리를 실어주세요. 청년 여성 정치인들의 발판으로 이용하세요. ,0.76,0.02,0.02,0.02,0.01,0.01,0.01,0.03,0.07,0.36
5636,N번방 잡은 검찰총장 윤석열. 공론화는 박지현 포함되어있지만 잡은건 윤석열. 왜 이런 것들은 안 퍼갈까요? 존나 투명하죠? 찢에선 페미니즘 이용하며 밭갈이 존나 하고 있는데 눈치 못 채는 것도 지능 문제입니다.,0.66,0.02,0.02,0.02,0.01,0.01,0.01,0.04,0.24,0.16
5662,트페미들이 이재명으로 쏠리면서 그 반대급부인 남성층들이 윤석열로 이동 할걸로 예상그게 좋다는 의미가 아니라 안타까운 일임그렇게 남녀가 또 갈리는 현상이그걸 고작 니들도 여자 사먹으라는 애비를 위해 남녀 갈라치기를 이용 하는게 다름아닌 박지현 본인 이라는 게 안타까운 일이라는거,0.7,0.04,0.05,0.01,0.01,0.01,0.01,0.03,0.06,0.21
5673, 미래의 윤미향 변영주. 그렇게 이재명 빨다가 한자리 맡고 이용수 선생님 살아있는 분들 모욕하세요. 2030페미니스트는 여성혐오자 이재명과 그 아들 혐오합니다.,0.73,0.01,0.01,0.02,0.01,0.05,0.02,0.1,0.13,0.1
5674,이준석이 뭐라고ㅋㅋ민주당엔 송영길 김남국 장경태 이런 애들 있는데저 무뱃지 마삼중이랑 뱃지들이랑 같나?민주당에 지금은 가려져있지 (잠시)반페미 성향들 ㅈㄴ 많거든 특히 청년위에걔들이 2030남성표 못 벌어오니까박지현 새로 영입해서 여성표 받아오라고 내보낸거잖아,0.69,0.03,0.01,0.05,0.01,0.02,0.01,0.05,0.14,0.18
5677,"이런 애 때문에 페미니스트가 우리나라에서이상한 여자 취급 받지2030 젊은 여성만 취급하는 페미니즘박지현은 대단하지 근데 이재명은 뭐했게?성매매 알선, 강간치상, 모녀살인조카(칼로 30번 넘게 찌름), 여성살인범(여성의 두 딸 앞에서 죽임) 변호함대통령 후보는 박지현이 아니라 이재명임  ",0.89,0.02,0.02,0.03,0.01,0.02,0.02,0.05,0.06,0.11
5713,"이준석처럼이 지점이 또 안타까워짐이준석의 반대급부로박지현에 대한 충성심이 높아지는 것시야는 점점 좁아지게 됨세계도 좁아지게 됨그럼 한계가 생김이게 트페미들의 생리이자 고질병임이게 습관이 되면 다른 걸 보는 게두려워짐, 점점 고립되어 어느새박지현만 쳐다보고 있을걸",0.83,0.05,0.1,0.02,0.01,0.01,0.01,0.05,0.04,0.09
5715,박지현같은 부류는 30대이상의여성은 여성으로 보지 않음그러니 김부선님의 피해호소에도위안부피해자들을 평생 가스라이팅하고 후원금을 강탈한 윤미향에게도형수에게 여혐범벅인 욕을 한 이재명에게도 문제의식이 없는 것임트페미들이랑 결이 비슷하다고 봄얘네는 여성도 급 나눠 권리부여함,0.87,0.02,0.02,0.03,0.03,0.02,0.01,0.06,0.05,0.16
5747,박지현은 본인이 민주당에서 뭐라도 할수있다고 생각하겠지 이재명에 대해 잘 알지도 못하면서 여자들표를 끌어다가 자기 입지를 다지려하고근데 민주당에 여성단체는 있어도 여성은 없어 그러니 박지현은 추한 민주당 여성단체 일원이 되어 남의 통수를 치거나본인이 통수맞고 울거나 둘중 하나,0.8,0.01,0.01,0.03,0.01,0.04,0.02,0.06,0.09,0.13
5760, 사기 좀 치지마 페미장사 쏠쏠하지요? ,0.65,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.19,0.16
5796,귀하다 박지현! 조댕이로만 여성 인권 찾는 정의당 꼴패미들이랑 비할쏘냐.  그나저나 유부남 무릎 위에 앉아 진하게 놀았다던 장혜영 불륜설에 침묵 몇일째지?    ,0.87,0.06,0.03,0.02,0.02,0.01,0.01,0.08,0.1,0.05
5820,"하다하다 피해자 가해하며 이재명 쉴드치네박지현만 믿고 있는 모양인데선거 끝나면 팽 당할텐데?펨코충 김남국같은 안티페미들,피해호소인이란 말로 성폭력피해자 압박한 여성의원들도 민주당 소속이라는 거 아셔야지탐라에 온통 여권 트윗해놨던데주옥같은 이재명의 여혐명언이나 보쇼  ",0.6,0.02,0.03,0.03,0.0,0.01,0.01,0.07,0.21,0.09
5830,박지현씨는 여성인권을 위해 이재명캠프로 갔다고했는데 오늘 김부선씨 기자회견보고도 별 감흥이 없으시려나? 권인숙씨도 그렇고.. 민주당 여성의원들 진심 구역질난다. 절대 당신들 정치활동하는데 여성은 팔지말자,0.63,0.01,0.02,0.02,0.01,0.04,0.01,0.08,0.26,0.13
5875,윤석열 지지자들 나대지마. 여가부 폐지 공약 니네 후보 니네당대표보단 불꽃 박지현 위원 외 다른 여성의원과 유권자들의 호소를 보고 뽑는거에요. 형수 보확찢? 윤석열이 공공산후조리원을 알기나 할까요? 윤석열이 경기도 디지털 성범죄센터를 알기나할까요? #여성이_뽑는다_여성이_바꾼다,0.68,0.02,0.02,0.02,0.01,0.02,0.01,0.09,0.17,0.13
5891,엔번방 최초로 밝히신 추적단 불꽃 박지현님 이 추천하신 글! 민주당도 이재명도 싫던 내가 이재명 지지를 호소하는 이유👍#이재명 #여성 #대선 #여성정책 #페미니즘,0.6,0.01,0.02,0.02,0.01,0.01,0.01,0.03,0.05,0.38
5934,"여자라면 심상정 뽑아라? 개소리여자들은 심상정한테 빚 진 거 아무것도 없다. 박지현씨는 권인숙 의원이 캠에 오라고 권유한 것이며, 그 권인숙 의원은 이재명을 믿고 이재명에 캠에 간 것. 이재명이 여성혐오 욕설을 했다는 것은 거짓으로 판명된 지 오래며 그의 인권감수성은 꽤 괜찮음",0.9,0.02,0.02,0.04,0.01,0.02,0.01,0.04,0.05,0.1
5974,#추적단불꽃_박지현_킹메이커한녀들 힘조♡ 한녀들 화이팅♡,0.93,0.07,0.02,0.06,0.02,0.02,0.02,0.03,0.03,0.05
6000,어차피 여자들은 윤석열 안뽑을거니까 소신투표하게 유도하라고 하는 펨코이걸보니 더욱 전략투표해서 이재명 뽑아야겠다는 생각을 했다!불꽃추적단 박지현 가보자고 ,0.77,0.05,0.02,0.01,0.01,0.02,0.01,0.02,0.08,0.2
6030,아직까지도 후보들 공약 찾아보기는 싫고 보돕보는 해야겠고 이재명 윤석열 똑같아보이고 그런 사람들은 추적단 불꽃 박지현씨 따라가세요 제발ㅋㅋㅋ... 말뿐인 걸크러쉬 멋지다고 하다가 한녀 목에 칼들어오게 생겼습니다,0.8,0.13,0.01,0.05,0.01,0.01,0.02,0.02,0.05,0.05
6043," 이런 건 어떠세요? 계집X 보다 암똥파리X 은 더 정상이 아니지요?디지털 위원님이시라고 하니, 단톡방에서 이런 소리하는 자들을 자제 좀 시켜 주실래요? 참고로, 이것 보다 더 더 더 심하게 내뱉은 말이 많아요. ",0.61,0.01,0.05,0.03,0.01,0.01,0.02,0.16,0.12,0.06
6046,"트페미들은 지능이 낮은가?이준석이 후보야?박지현이 후보야?얘네가 국회의원이나 시,도 의원이라도되면 조금이나마 이해 하겠어이준석때문에 윤석열은 안 되고박지현때문에 이재명한테 투표해야되고이게 무슨 시발 페미니즘이야?페미니스트인데이런 것들이랑 같은 취급 받을 때제일 빡침",0.9,0.02,0.03,0.03,0.01,0.01,0.01,0.06,0.06,0.06
6098," 최민희가 배설한 '극문 똥파리..'당신의 표현'계집x'  그게 '계집년'이 맞는가?최민희의 '극문 똥파리' 발언은 도저히묵과할 수 없다.과거 5선 현역의원도 현직 대통령에'그년'이란 욕설 사례 있었다'계집년' 발언보다 더 모멸 멸칭극문똥파리최민희, 그년은 꼭 댓가를 치르길",0.79,0.02,0.01,0.13,0.01,0.04,0.02,0.12,0.07,0.02
6133, 계집x 이라고 한 지지자들이 후보입니까? 민주당 대선 후보님이 어떤 말을 해오셨는지부터 확인하세요.,0.67,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.12,0.23
6193, 찢빠들이 여성 인권 운운하는거 아주 같잖고요 ,0.67,0.01,0.02,0.06,0.01,0.01,0.05,0.11,0.18,0.11
6195,박지현씨의 페미니즘에는 김부선은 없아보네요 ? 페미니즘의 기본은 인권이고 평등 아닌가요  ,0.67,0.02,0.03,0.02,0.01,0.01,0.01,0.02,0.05,0.4
6209," 지들은 여혐에 낄낄거리면서 남한텐 얼마나 엄정한 잣대를 들이대는지.선택적 페미 역겹구요.민주당 것들이  이용수 할머니께 퍼붓던 입에 담지 못할 발언 모를줄 아나? 같은 당 상대후보 지지한다고 ㅊㄴ니 어쩌니 하는 지들 일상 용어엔 입도 안 떼는 민주당 여성의원,위원들 이중성 역겹",0.78,0.01,0.02,0.03,0.01,0.03,0.01,0.12,0.22,0.06
6228," 저는 민주당 권당인데요. ""씨발년""보다 ""계집년""이 더 나쁜 말인가요? 민주당 대선후보 이재명은 형수와의 통화에서 말끝마다 ""집에 가냐 씨발년아"", ""씨발년아, 미친년아""이렇게 말을 하던데, 이 욕들은 통상 보통사람들이 평범하게 사용하는 욕인가요? 궁금해서요.",0.67,0.01,0.01,0.03,0.01,0.02,0.02,0.04,0.27,0.05
6245,"여성들은 사드 배치를 반대하며 평화를 주장하자, 국민의힘 지지자들은 ‘계집X’이라는 말과 함께 밀치고, 질질 끌고 가고, 넘어뜨리기까지 합니다. 이게 유세현장에서 벌어질 수 있는 일입니까? 유세현장을 떠나, ‘여성’을 도대체 뭐라고 생각하고 있습니까?",0.84,0.02,0.01,0.03,0.01,0.01,0.01,0.03,0.08,0.1
6292,"권인숙 정춘숙 남인순 강선우 이런 사람들 장관되고 박지현 의회입성해서 한번 페미독재로 이ㅈ석 암살, 펨코 전원 체포, 신남연 사형 가보자. 최ㅅㅅ은 비선이었지만 저분들은 비선도 아니니 리터럴리 실세니까 법에 저촉될 여지도 없음.",0.64,0.2,0.02,0.06,0.01,0.02,0.01,0.03,0.07,0.11
6304,  수많은 능력없고 검증안됐던 남성 장차관들은 모른척하고 여성장차관만 문제있다는 생각은 뭘까 수많은 문제 일으켰던 남경은 싸그리 무시하고 여경만 까던 사람들 생각나네,0.65,0.05,0.01,0.02,0.01,0.02,0.01,0.05,0.11,0.12
6306, 박근혜대통령은 여성이 아니던가요 이런거보고 20~30세대가 분노하는겁니다 여성이라는 이유로 검증안된 국가직책에기용되는건 반대합니다 이런걸가지고 여성펨하고 성갈라치기라고한다면 전 기꺼이 주장합니다,0.74,0.03,0.05,0.01,0.01,0.01,0.01,0.03,0.07,0.21
6309,"여가부폐지를 위해 여론 점령하자는신남성연대, 제발 이번 선거에서 여성의 목소리를 보여주세요. 여성의 힘로 박지현을 청와대로 보내고 싶습니다. ",0.85,0.03,0.03,0.02,0.01,0.02,0.01,0.05,0.06,0.15
6310, 페미는 승리할 겁니다 🔥🔥🔥🔥#추적단불꽃_박지현_킹메이커,0.7,0.07,0.02,0.01,0.01,0.01,0.01,0.02,0.09,0.21
6311,죽 쑤다가 페미 뿌려서 환골탈태하고 승리한 대통령으로 만들줍시다#추적단불꽃_박지현_킹메이커 ,0.84,0.04,0.01,0.02,0.01,0.02,0.01,0.03,0.08,0.09
6313,추적단 불꽃 박지현을 응원하고 지지합니다.박지현을 청와대로 보내려면 이재명을 청와대로 보내야 합니다해시태그앞뒤에다특문없이빈칸없이열자이상#추적단불꽃_박지현_킹메이커여성혐오안티페미펨코왕자일베충을몰아내자,0.8,0.19,0.03,0.05,0.02,0.01,0.01,0.06,0.04,0.04
6347,"  능력좋아도 여자라 이미 채용에서 떨어진다 ㅋ그리고 국방의 의무 말하는거면 여자한테 따지지 말고 헌법, 병역법을 바꾸든가 ",0.71,0.03,0.01,0.02,0.01,0.01,0.01,0.02,0.09,0.23
6391,"2030남성과 6070남성이 연합해 윤석열이 승리하면 여성차별이 정부정책으로 시행되고, 이걸 보고 신난 이대남들의 여성혐오범죄는 급증하게 될 겁니다.여성의 생존을 위해서라도 윤석열-이준석은 정치판에서 퇴출시켜야 합니다.이번만큼은 전략투표 부탁드립니다 🙏 #추적단불꽃_박지현_킹메이커 ",0.6,0.29,0.03,0.02,0.05,0.01,0.0,0.07,0.05,0.12
6443,"'N번방 추적' 박지현 ""野 비서관 불법촬영 혐의…'여가부 폐지' 우연일까"" ",0.82,0.01,0.02,0.04,0.01,0.02,0.01,0.08,0.12,0.12
6491,"한 쪽이 여가부폐지공약, 신남성연대지지, 무고죄강화, 페미는반헌법 발언 뱉을때한 쪽은 추적단불꽃 박지현님 영입, 디지털성범죄근절, 데이트폭력처벌강화 등정책이 확연히 차이가 나는데 둘다비호감이라고 ~쟤나얘나똑같아~양비론 하는건 맞잖음..여자도 전략투표로 뭉친단 걸 보여주자구요 ",0.68,0.05,0.02,0.02,0.01,0.01,0.01,0.03,0.07,0.28
6519,  팩트 : 여가부는 여초직업인 교사직에 성별균형 맞추려고 남성을 고용한다~ 님이 바라는 성평등이 이런거 아님?,0.86,0.03,0.03,0.02,0.01,0.01,0.01,0.04,0.06,0.13
6536,"'N번방 추적' 박지현 ""野 비서관 불법촬영 혐의..'여가부 폐지' 우연일까"" | 다음 뉴스 ",0.73,0.01,0.02,0.03,0.01,0.01,0.01,0.07,0.14,0.18
6537,어차피 2030한남은 그동안도 보수화였고 문이 페미정책만 한다고 줄곳 분노했으니 이미 오래전 표가 정해진거였지만 기존 정치권에 실망했던 여자들은 쭉 부동층이였다 박지현님 보고 그래도 민주당 고려 하는 분이 생기기 시작하는것. 박지현님 여자들 살리려고 민주당 와준거 정말 너무 고맙다.,0.69,0.04,0.01,0.02,0.03,0.02,0.0,0.04,0.05,0.28
6562,"'N번방 추적' 박지현 ""野 비서관 불법촬영 혐의..'여가부 폐지' 우연일까""  민주당, 윤석열 캠프 메시지팀 실무진 불법촬영 의혹 맹공",0.72,0.01,0.02,0.03,0.01,0.01,0.01,0.08,0.15,0.21
6567,"""여성을 불법촬영한 사람이 '여성가족부 폐지' 한 줄 공약을 담당한 메시지팀이었다는 언론 보도도 있었다. 불법촬영 혐의자가 불법촬영 피해자 보호를 위해 일하는 여가부 폐지를 말한 것이 과연 우연의 일치인가?"" (박지현 민주당 선대위 디지털성범죄근절 특별위원장) ",0.6,0.02,0.04,0.01,0.01,0.01,0.01,0.05,0.13,0.3
6585,"민주당은 이기고 싶으면 한쪽은 박지현, 권인숙류가 열심히 활동하는데 다른 한쪽에서는 안치환의 여혐이나 찬양하면서 당내 페미들만 입 다물면 이긴다고 헛소리해대는 입들이나 막아아. 이게 친여성을 하겠단 건지, 펨코를 따르겠단 건지 메시지가 뭔데?",0.81,0.02,0.02,0.02,0.01,0.02,0.01,0.05,0.1,0.12
6588,"여가부 폐지를 핵심공약으로 하고 더해서 성범죄 무고죄 강화,페미는 반헌법적이라는 새끼랑 N번방 추적단 불꽃 박지현님 영입하고 여성공약 구체적으로 촘촘하게 잘 내고있고 공약에 대한 의지도 추진력도 있는 사람두고서 쟤나 얘나 똑같아 하면서 양비론 펼치는 사람 대가리 존나 꽝꽝 내려치고싶다 ",0.7,0.01,0.01,0.03,0.01,0.01,0.01,0.05,0.23,0.09
6604," 불법촬영은 사법부가 처리해요. 여가부 폐지한다고 무죄가 되지 않아요. 전세계 어디에도 존재하지 없는 여가부 폐지하고, 성평등 사회 만듭시다",0.87,0.01,0.03,0.03,0.01,0.01,0.01,0.07,0.09,0.08
6615,"윤석열 후보와 국민의힘은 그동안 남성과 여성을 편 가르며 젠더 갈등을 부추겨왔습니다. “구조적 성차별은 없다”고 거침없이 발언하고, “여가부 없으면 저흰 죽었다”는 이용수 선생님의 간곡한 말씀에 이준석 당대표는 “여가부 폐지가 핵심 공약”이라고 천연덕스럽게 답합니다.",0.8,0.01,0.04,0.02,0.01,0.01,0.01,0.06,0.06,0.15
6622,페미니즘이 위헌이라는 윤석열 vs 추적단불꽃님 박지현님과 함께 일하는 이재명무조건 후자를 뽑아야 한다!#이재명 #윤석열 #페미니즘 #추적단불꽃,0.91,0.04,0.05,0.03,0.01,0.02,0.02,0.06,0.04,0.05
6648,"텔레그램 성범죄자들,성상납 조사받고 있는 이준석 국민의힘 당대표,여가부 폐지한다는 국민의힘 윤석열 후보,국민의힘 선대위에 들어간 신남성연대.이들로 부터 박지현 위원장을 지키고,여성의 권익을 공고히 하자.#여성을위해이재명 ",0.75,0.06,0.03,0.02,0.01,0.02,0.01,0.06,0.08,0.13
